Year,Type,Date,Water Body,Species,Number,Size,Hatchery
2017,Public Fish - Stocked,4/24/2017,El Reno - Southern Hills South,Channel Catfish,100,9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/24/2017,"Elmer Thomas Park, Lake Helen",Channel Catfish,"1,500",9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/24/2017,"Griffin Park, Norman",Channel Catfish,500,9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/24/2017,Hall,Channel Catfish,375,9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/24/2017,Heritage Park Pond (Harrah),Channel Catfish,200,9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/24/2017,Jap Beaver,Channel Catfish,"1,302",9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/24/2017,Jap Beaver,Channel Catfish,"1,302",9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/24/2017,Konawa School Campus,Hybrid Sunfish,250,6.5,Moore's Fish Farm
2017,Public Fish - Stocked,4/24/2017,"Legion Park Pond, El Reno",Channel Catfish,151,9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/24/2017,"Liberty Lake Park, Lawton",Channel Catfish,600,9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/24/2017,Medicine Creek,Channel Catfish,477,9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/24/2017,"Mitch Park Pond, Edmond",Channel Catfish,50,9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/24/2017,"Mulvey Pond, Yukon City Park",Channel Catfish,600,9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/24/2017,"NE Lions Park, Norman (AKA Willow Pond)",Channel Catfish,600,9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/24/2017,Okmulgee Kiddie #1,Hybrid Sunfish,250,6,Moore's Fish Farm
2017,Public Fish - Stocked,4/24/2017,Okmulgee Kiddie #2,Hybrid Sunfish,250,6,Moore's Fish Farm
2017,Public Fish - Stocked,4/24/2017,Raymond Gary,Channel Catfish,"5,264",9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/24/2017,Raymond Gary,Channel Catfish,"5,264",9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/24/2017,Sapulpa - Kelly Lane Park,Channel Catfish,222,9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/24/2017,Skiatook Nursery Pond,Hybrid Sunfish,100,Brooder,Holdenville SFH - ODWC
2017,Public Fish - Stocked,4/24/2017,Vanderwork,Channel Catfish,675,9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/24/2017,"Veterans Park Pond, Jenks",Channel Catfish,540,9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/24/2017,"Welch Park Pond, Yukon",Channel Catfish,403,9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/24/2017,"Wildhorse Park Pond, Mustang",Channel Catfish,403,9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/25/2017,Dolese Park Pond,Channel Catfish,600,9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/25/2017,"Eagle Lake, Del City",Channel Catfish,"1,642",9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/25/2017,Foss,Walleye,"800,000",fry,Byron SFH - ODWC
2017,Public Fish - Stocked,4/25/2017,Guthrie - Mineral Wells,Channel Catfish,331,9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/25/2017,"Highland Park, Guthrie (Aka Hudson Lake)",Channel Catfish,50,9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/25/2017,McAlester Spirit Aerosystems Pond (Pittsburg Co. Conservation District),Hybrid Sunfish,300,6,Moore's Fish Farm
2017,Public Fish - Stocked,4/25/2017,Ozzie Cobb,Certified Florida Largemouth Bass,"15,080",1.5,Durant SFH - ODWC
2017,Public Fish - Stocked,4/25/2017,Ozzie Cobb,Channel Catfish,"4,641",9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/26/2017,Blue River,Channel Catfish,600,12,
2017,Public Fish - Stocked,4/26/2017,Nanih Waiya,Channel Catfish,"5,242",9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/26/2017,Tinker AFB Ponds,Channel Catfish,802,9,Durant SFH - ODWC
2017,Public Fish - Stocked,4/26/2017,"Wildhorse Park Pond, Mustang",Hybrid Bluegill,200,6,Moore's Fish Farm
2017,Public Fish - Stocked,5/1/2017,Arkansas River,Sauger,"66,500",1.25,Byron SFH - ODWC
2017,Public Fish - Stocked,5/1/2017,Crystal Lake (OKC),Hybrid Bluegill,400,5,Moore's Fish Farm
2017,Public Fish - Stocked,5/1/2017,Kaw,Walleye,"27,200",1.25,Byron SFH - ODWC
2017,Public Fish - Stocked,5/1/2017,Oologah,Walleye,"79,520",1.25,Byron SFH - ODWC
2017,Public Fish - Stocked,5/2/2017,Arcadia Lake,Saugeye,"38,110",1.5,Holdenville SFH - ODWC
2017,Public Fish - Stocked,5/2/2017,Edwards Park Pond (OKC),Hybrid Sunfish,100,4,Moore's Fish Farm
2017,Public Fish - Stocked,5/2/2017,Thunderbird,Saugeye,"87,030",1.5,Holdenville SFH - ODWC
2017,Public Fish - Stocked,5/3/2017,Clinton City,Saugeye,"4,950",1.5,Holdenville SFH - ODWC
2017,Public Fish - Stocked,5/3/2017,Elk City,Saugeye,"6,325",1.5,Holdenville SFH - ODWC
2017,Public Fish - Stocked,5/3/2017,Ellsworth,Saugeye,"52,400",1.5,Holdenville SFH - ODWC
2017,Public Fish - Stocked,5/3/2017,Lawtonka,Saugeye,"26,950",1.5,Holdenville SFH - ODWC
2017,Public Fish - Stocked,5/3/2017,Sooner Lake,Hybrid Striped Bass,"600,000",fry,Byron SFH - ODWC
2017,Public Fish - Stocked,5/3/2017,Thunderbird,Saugeye,"37,800",1.5,Holdenville SFH - ODWC
2017,Public Fish - Stocked,5/4/2017,Mountain Fork,Rainbow Trout,"3,017",14-25,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,5/4/2017,Mountain Fork,Rainbow Trout,50,9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,5/9/2017,Canton,Certified Florida Largemouth Bass,"75,000",0.5,Durant SFH - ODWC
2017,Public Fish - Stocked,5/9/2017,Church Lake,Certified Florida Largemouth Bass,"78,351",0.75,Durant SFH - ODWC
2017,Public Fish - Stocked,5/9/2017,Clayton Lake State Park,Certified Florida Largemouth Bass,"75,030",0.75,Durant SFH - ODWC
2017,Public Fish - Stocked,5/9/2017,Coon Creek (Robbers Cave State Park),Certified Florida Largemouth Bass,"75,030",0.75,Durant SFH - ODWC
2017,Public Fish - Stocked,5/9/2017,Greenleaf Kids Pond,Channel Catfish,,,Moore's Fish Farm
2017,Public Fish - Stocked,5/9/2017,Greenleaf Lake,Florida Largemouth Bass,54,18,Durant SFH - ODWC
2017,Public Fish - Stocked,5/9/2017,Wayne Wallace (Robbers Cave State Park),Certified Florida Largemouth Bass,"51,783",0.75,Durant SFH - ODWC
2017,Public Fish - Stocked,5/9/2017,Wayne Wallace (Robbers Cave State Park),Certified Florida Largemouth Bass,"23,280",0.5,Durant SFH - ODWC
2017,Public Fish - Stocked,5/10/2017,Burtschi,Saugeye,"3,600",1.5,Byron SFH - ODWC
2017,Public Fish - Stocked,5/10/2017,Duncan Lake,Saugeye,"8,000",1.5,Byron SFH - ODWC
2017,Public Fish - Stocked,5/10/2017,Ft. Cobb,Saugeye,"41,000",1.5,Byron SFH - ODWC
2017,Public Fish - Stocked,5/10/2017,Hefner,Hybrid Striped Bass,"450,000",fry,Byron SFH - ODWC
2017,Public Fish - Stocked,5/10/2017,Taylor,Saugeye,"4,540",1.5,Byron SFH - ODWC
2017,Public Fish - Stocked,5/11/2017,Choctaw-Ten Acre (10 Acre Park),Channel Catfish,250,14,Matt McBride Fish Farm
2017,Public Fish - Stocked,5/11/2017,"Elmer Thomas Park, Lake Helen",Channel Catfish,253,14,Matt McBride Fish Farm
2017,Public Fish - Stocked,5/11/2017,"Griffin Park, Norman",Channel Catfish,252,14,Matt McBride Fish Farm
2017,Public Fish - Stocked,5/11/2017,"Mulvey Pond, Yukon City Park",Channel Catfish,251,14,Matt McBride Fish Farm
2017,Public Fish - Stocked,5/11/2017,Sooner Lake,Saugeye,"72,726",1.5,Byron SFH - ODWC
2017,Public Fish - Stocked,5/11/2017,"Veterans Park Pond, Jenks",Channel Catfish,253,14,Matt McBride Fish Farm
2017,Public Fish - Stocked,5/12/2017,Crystal Lake (OKC),Channel Catfish,200,14,Moore's Fish Farm
2017,Public Fish - Stocked,5/12/2017,Dolese Park Pond,Channel Catfish,200,14,Matt McBride Fish Farm
2017,Public Fish - Stocked,5/12/2017,Edwards Park Pond (OKC),Channel Catfish,200,14,Matt McBride Fish Farm
2017,Public Fish - Stocked,5/12/2017,Enid Meadow Lake,Channel Catfish,221,14,Matt McBride Fish Farm
2017,Public Fish - Stocked,5/12/2017,Guthrie - Mineral Wells,Channel Catfish,100,14,Matt McBride Fish Farm
2017,Public Fish - Stocked,5/12/2017,Kitchen Lake (OKC),Channel Catfish,100,14,Matt McBride Fish Farm
2017,Public Fish - Stocked,5/17/2017,Carl Blackwell,Saugeye,"19,250",1.13,Byron SFH - ODWC
2017,Public Fish - Stocked,5/17/2017,Sooner Lake,Saugeye,"35,875",1.13,Byron SFH - ODWC
2017,Public Fish - Stocked,5/17/2017,Waurika,Saugeye,"48,125",1.13,Byron SFH - ODWC
2017,Public Fish - Stocked,5/23/2017,Wetumka,Channel Catfish,"2,380",7,Holdenville SFH - ODWC
2017,Public Fish - Stocked,5/24/2017,Crystal Lake (OKC),Hybrid Sunfish,792,5,Moore's Fish Farm
2017,Public Fish - Stocked,5/24/2017,Dolese Park Pond,Hybrid Sunfish,240,5,Moore's Fish Farm
2017,Public Fish - Stocked,5/24/2017,Edwards Park Pond (OKC),Hybrid Sunfish,72,5,Moore's Fish Farm
2017,Public Fish - Stocked,5/24/2017,Enid Meadow Lake,Hybrid Sunfish,600,6,Byron SFH - ODWC
2017,Public Fish - Stocked,5/24/2017,Kitchen Lake (OKC),Hybrid Sunfish,546,5,Holdenville SFH - ODWC
2017,Public Fish - Stocked,5/25/2017,"Buck Thomas, Moore",Hybrid Sunfish,250,4,Byron SFH - ODWC
2017,Public Fish - Stocked,5/25/2017,Cushing High School Pond,Hybrid Sunfish,100,6,Byron SFH - ODWC
2017,Public Fish - Stocked,5/25/2017,Marland Mansion,Hybrid Sunfish,100,6,Byron SFH - ODWC
2017,Public Fish - Stocked,5/25/2017,Mountain Fork,Rainbow Trout,74,9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,5/25/2017,Mountain Fork,Rainbow Trout,"1,762",14-25,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,5/25/2017,"NE Lions Park, Norman (AKA Willow Pond)",Hybrid Sunfish,250,4,Byron SFH - ODWC
2017,Public Fish - Stocked,5/25/2017,"Willow Springs, Ponca City",Hybrid Sunfish,100,6,Byron SFH - ODWC
2017,Public Fish - Stocked,5/26/2017,Taft,Threadfin Shad,350,"4""",Tenkiller
2017,Public Fish - Stocked,5/30/2017,Cedar (USFWS),Certified Florida Largemouth Bass,"15,015",1.5,Durant SFH - ODWC
2017,Public Fish - Stocked,5/30/2017,Dripping Springs,Certified Florida Largemouth Bass,"60,060",1.5,Durant SFH - ODWC
2017,Public Fish - Stocked,5/30/2017,Durant Lake,Certified Florida Largemouth Bass,"6,855",1.5,Durant SFH - ODWC
2017,Public Fish - Stocked,5/30/2017,McGee Creek,Certified Florida Largemouth Bass,"89,190",1.5,Durant SFH - ODWC
2017,Public Fish - Stocked,5/30/2017,Nanih Waiya,Certified Florida Largemouth Bass,"15,015",1.5,Durant SFH - ODWC
2017,Public Fish - Stocked,5/30/2017,Sardis,Certified Florida Largemouth Bass,"2,964",1.5,Durant SFH - ODWC
2017,Public Fish - Stocked,5/30/2017,Sardis,Certified Florida Largemouth Bass,"97,926",2,Durant SFH - ODWC
2017,Public Fish - Stocked,5/30/2017,"Texoma, Bryan Co. ",Certified Florida Largemouth Bass,"20,150",1.5,Durant SFH - ODWC
2017,Public Fish - Stocked,5/30/2017,"Texoma, Bryan Co. ",Certified Florida Largemouth Bass,"40,035",1.5,Durant SFH - ODWC
2017,Public Fish - Stocked,5/30/2017,"Texoma, Bryan Co. ",Certified Florida Largemouth Bass,"40,035",1.5,Durant SFH - ODWC
2017,Public Fish - Stocked,5/30/2017,"Texoma, Bryan Co. ",Certified Florida Largemouth Bass,"15,015",1.5,Durant SFH - ODWC
2017,Public Fish - Stocked,5/30/2017,"Texoma, Bryan Co. ",Certified Florida Largemouth Bass,"15,015",1.5,Durant SFH - ODWC
2017,Public Fish - Stocked,5/31/2017,Arbuckle,Certified Florida Largemouth Bass,"120,520",1.5,Durant SFH - ODWC
2017,Public Fish - Stocked,5/31/2017,Broken Bow,Certified Florida Largemouth Bass,"120,360",1.5,Durant SFH - ODWC
2017,Public Fish - Stocked,5/31/2017,Okemah City,Certified Florida Largemouth Bass,"61,125",1.5,Durant SFH - ODWC
2017,Public Fish - Stocked,5/31/2017,Prague,Certified Florida Largemouth Bass,"30,030",1.5,Durant SFH - ODWC
2017,Public Fish - Stocked,5/31/2017,Skiatook,Certified Florida Largemouth Bass,"7,563",1.5,Durant SFH - ODWC
2017,Public Fish - Stocked,5/31/2017,Sportsman,Certified Florida Largemouth Bass,"30,030",1.5,Durant SFH - ODWC
2017,Public Fish - Stocked,5/31/2017,"Veterans Lake, Sulphur",Certified Florida Largemouth Bass,"15,028",1.5,Durant SFH - ODWC
2017,Public Fish - Stocked,6/1/2017,Holdenville City,Certified Florida Largemouth Bass,"24,435",1.5,Durant SFH - ODWC
2017,Public Fish - Stocked,6/1/2017,Mountain Lake,Certified Florida Largemouth Bass,"15,075",1.5,Durant SFH - ODWC
2017,Public Fish - Stocked,6/1/2017,Murray,Certified Florida Largemouth Bass,"100,485",1.5,Durant SFH - ODWC
2017,Public Fish - Stocked,6/1/2017,Pine Creek,Certified Florida Largemouth Bass,"17,500",1.5,Durant SFH - ODWC
2017,Public Fish - Stocked,6/1/2017,Raymond Gary,Certified Florida Largemouth Bass,"17,500",1.5,Durant SFH - ODWC
2017,Public Fish - Stocked,6/1/2017,Sooner Lake,Certified Florida Largemouth Bass,"25,661",1.5,Durant SFH - ODWC
2017,Public Fish - Stocked,6/1/2017,Sooner Lake,Certified Florida Largemouth Bass,"34,704",1.5,Durant SFH - ODWC
2017,Public Fish - Stocked,6/1/2017,Wetumka,Certified Florida Largemouth Bass,"14,000",1.5,Durant SFH - ODWC
2017,Public Fish - Stocked,6/1/2017,Wetumka,Certified Florida Largemouth Bass,"23,797",1.5,Durant SFH - ODWC
2017,Public Fish - Stocked,6/4/2017,Carl Blackwell,Hybrid Striped Bass,"39,045",1.5,Byron SFH - ODWC
2017,Public Fish - Stocked,6/6/2017,Ft. Cobb,Hybrid Striped Bass,"41,010",1.5,Byron SFH - ODWC
2017,Public Fish - Stocked,6/6/2017,Kaw,Hybrid Striped Bass,"100,420",1.5,Byron SFH - ODWC
2017,Public Fish - Stocked,6/6/2017,Konawa,Hybrid Striped Bass,"15,050",1.5,Holdenville SFH - ODWC
2017,Public Fish - Stocked,6/6/2017,Oologah,Hybrid Striped Bass,"166,405",1.5,Byron SFH - ODWC
2017,Public Fish - Stocked,6/6/2017,Skiatook,Hybrid Striped Bass,"37,485",1.75,Byron SFH - ODWC
2017,Public Fish - Stocked,6/6/2017,Skiatook,Hybrid Striped Bass,"68,080",1.5,Byron SFH - ODWC
2017,Public Fish - Stocked,6/6/2017,Sooner Lake,Hybrid Striped Bass,"13,968",1.5,Holdenville SFH - ODWC
2017,Public Fish - Stocked,6/6/2017,Sooner Lake,Hybrid Striped Bass,"5,100",1.5,Holdenville SFH - ODWC
2017,Public Fish - Stocked,6/6/2017,Waurika,Hybrid Striped Bass,"100,100",1.5,Byron SFH - ODWC
2017,Public Fish - Stocked,6/7/2017,Bixhoma,Threadfin Shad,"2,000","3""",Tenkiller
2017,Public Fish - Stocked,6/7/2017,Grand Lake,Hybrid Striped Bass,"95,970",1.5,Byron SFH - ODWC
2017,Public Fish - Stocked,6/7/2017,Grand Lake,Hybrid Striped Bass,"123,723",1.5,Byron SFH - ODWC
2017,Public Fish - Stocked,6/7/2017,Grand Lake,Hybrid Striped Bass,"32,786",1.5,Holdenville SFH - ODWC
2017,Public Fish - Stocked,6/7/2017,Kaw,Hybrid Striped Bass,"103,835",1.25,Byron SFH - ODWC
2017,Public Fish - Stocked,6/7/2017,Mountain Fork,Rainbow Trout,117,14-25,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,6/7/2017,Mountain Fork,Rainbow Trout,"3,200",9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,6/7/2017,Onapa City,Threadfin Shad,500,"4""",Tenkiller
2017,Public Fish - Stocked,6/7/2017,Oologah,Hybrid Striped Bass,"133,596",1.25,Byron SFH - ODWC
2017,Public Fish - Stocked,6/7/2017,Ponca City Lake,Hybrid Striped Bass,"9,025",1.5,Byron SFH - ODWC
2017,Public Fish - Stocked,6/7/2017,Sooner Lake,Hybrid Striped Bass,"48,925",1.5,Byron SFH - ODWC
2017,Public Fish - Stocked,6/8/2017,Birch,Hybrid Striped Bass,"13,225",1.5,Byron SFH - ODWC
2017,Public Fish - Stocked,6/13/2017,Dolese Park Pond,Hybrid Sunfish,400,5,Holdenville SFH - ODWC
2017,Public Fish - Stocked,6/13/2017,"Gordon Cooper Tech Center, Shawnee",Hybrid Sunfish,250,6,Moore's Fish Farm
2017,Public Fish - Stocked,6/21/2017,Oklahoma River May Basin (MAPS),Hybrid Striped Bass,"1,677",1.25,H B Parsons Hatchery
2017,Public Fish - Stocked,6/21/2017,Oklahoma River Western Basin (MAPS),Hybrid Striped Bass,"1,377",1.25,H B Parsons Hatchery
2017,Public Fish - Stocked,6/22/2017,Mountain Fork,Rainbow Trout,117,14-25,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,6/22/2017,Mountain Fork,Rainbow Trout,"3,200",9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,6/28/2017,Enid Meadow Lake,Bluegill,300,3.5,Byron SFH - ODWC
2017,Public Fish - Stocked,6/28/2017,Guthrie - Mineral Wells,Bluegill,300,3.5,Byron SFH - ODWC
2017,Public Fish - Stocked,7/5/2017,Mountain Fork,Rainbow Trout,70,14-25,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,7/5/2017,Mountain Fork,Rainbow Trout,"3,591",9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,7/6/2017,Illinois River-Lower,Rainbow Trout,"2,405",10.99,Norfork NFH
2017,Public Fish - Stocked,7/19/2017,Illinois River-Lower,Rainbow Trout,"2,405",10.91,Norfork NFH
2017,Public Fish - Stocked,7/20/2017,Blue River,Channel Catfish,"2,040",12,Holdenville SFH - ODWC
2017,Public Fish - Stocked,7/26/2017,Mountain Fork,Rainbow Trout,85,14-25,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,7/26/2017,Mountain Fork,Rainbow Trout,"3,187",9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,8/2/2017,Gentry Creek Pond,Grass Carp,10,,Moore's Fish Farm
2017,Public Fish - Stocked,8/2/2017,Gentry Creek Pond,Channel Catfish,,,Moore's Fish Farm
2017,Public Fish - Stocked,8/2/2017,Illinois River-Lower,Rainbow Trout,"2,405",11.1,Norfork NFH
2017,Public Fish - Stocked,8/16/2017,Illinois River-Lower,Rainbow Trout,"2,405",11.1,Norfork NFH
2017,Public Fish - Stocked,8/17/2017,"Texoma, Bryan Co. ",Channel Catfish,"35,456",3,Durant SFH - ODWC
2017,Public Fish - Stocked,8/23/2017,Blue River,Channel Catfish,"2,887",11,Holdenville SFH - ODWC
2017,Public Fish - Stocked,8/29/2017,Choctaw-Ten Acre (10 Acre Park),Hybrid Bluegill,200,7-May,"Osage Catfisheries, MO"
2017,Public Fish - Stocked,8/29/2017,Dolese Park Pond,Hybrid Bluegill,300,7-May,"Osage Catfisheries, MO"
2017,Public Fish - Stocked,8/29/2017,Edwards Park Pond (OKC),Hybrid Bluegill,100,5,"Osage Catfisheries, MO"
2017,Public Fish - Stocked,8/29/2017,Heritage Park Pond (Harrah),Hybrid Bluegill,200,7-May,"Osage Catfisheries, MO"
2017,Public Fish - Stocked,8/29/2017,"Mulvey Pond, Yukon City Park",Hybrid Bluegill,225,7-May,"Osage Catfisheries, MO"
2017,Public Fish - Stocked,8/29/2017,"NE Lions Park, Norman (AKA Willow Pond)",Hybrid Bluegill,225,7-May,"Osage Catfisheries, MO"
2017,Public Fish - Stocked,8/29/2017,Sapulpa - Kelly Lane Park,Hybrid Bluegill,200,7-May,"Osage Catfisheries, MO"
2017,Public Fish - Stocked,8/30/2017,Illinois River-Lower,Rainbow Trout,"1,992",11.9,Norfork NFH
2017,Public Fish - Stocked,9/6/2017,Mountain Fork,Rainbow Trout,99,14-25,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,9/6/2017,Mountain Fork,Rainbow Trout,"2,547",9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,9/8/2017,Midwest City- Soldier Creek (Joe Barnes Regional Park),Hybrid Sunfish,300,6,Moore's Fish Farm
2017,Public Fish - Stocked,9/11/2017,Holdenville City,Channel Catfish,"10,164",2,Holdenville SFH - ODWC
2017,Public Fish - Stocked,9/11/2017,Tecumseh City,Channel Catfish,"26,488",2,Holdenville SFH - ODWC
2017,Public Fish - Stocked,9/13/2017,Blue River,Channel Catfish,"2,463",12,Holdenville SFH - ODWC
2017,Public Fish - Stocked,9/13/2017,Illinois River-Lower,Rainbow Trout,"2,038",11.61,Norfork NFH
2017,Public Fish - Stocked,9/14/2017,Edwards Park Pond (OKC),Hybrid Sunfish,350,6,Durant SFH - ODWC
2017,Public Fish - Stocked,9/14/2017,Route 66 Park Pond A,Hybrid Sunfish,350,6,Durant SFH - ODWC
2017,Public Fish - Stocked,9/19/2017,Mountain Fork,Rainbow Trout,"2,973",9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,9/19/2017,Mountain Fork,Rainbow Trout,95,14-25,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,9/26/2017,Okmulgee Kiddie #1,Hybrid Bluegill,250,6,Moore's Fish Farm
2017,Public Fish - Stocked,9/26/2017,Okmulgee Kiddie #2,Hybrid Bluegill,250,6,Moore's Fish Farm
2017,Public Fish - Stocked,9/27/2017,Illinois River-Lower,Rainbow Trout,"2,405",11.25,Norfork NFH
2017,Public Fish - Stocked,10/4/2017,Mountain Fork,Rainbow Trout,"2,667",9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,10/4/2017,Mountain Fork,Rainbow Trout,107,14-25,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,10/12/2017,Dolese Park Pond,Hybrid Sunfish,160,6,H B Parsons Hatchery
2017,Public Fish - Stocked,10/12/2017,Route 66 Park Pond A,Hybrid Sunfish,190,6,H B Parsons Hatchery
2017,Public Fish - Stocked,10/25/2017,Fourche Maline River,Rainbow Trout,361,9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,10/25/2017,Fourche Maline River,Rainbow Trout,40,14-25,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,10/25/2017,Mountain Fork,Rainbow Trout,"1,531",9,"Crystal Lake Fisheries Ava, MO (Emersons)"
2017,Public Fish - Stocked,10/25/2017,Mountain Fork,Rainbow Trout,77,14-25,"Crystal Lake Fisheries Ava, MO (Emersons)"
